"","F1","F2","F5","F6","F7","F10","F11","F12","F13","F14","F15","F18","F19","F20","F22","F23","F26","F27","F28","F29","F30","F31","F34","F35","F36","F37","F38","F39","F42","F43","F44","F46","F47","F50","F51","F52","F53","F54","F55","F58","F59","F60","F61","F62","F63","F66","F67","F68","F69","F70","F71","F74","F75","F76","F77","F78","F79","F82","F83","F84","F85","F86","F87","F90","F91","F92","F93","F94","F96"
"P55209",38266.1131918784,74236.8058182138,44946.1783905335,43386.2450561569,21640.2609683939,37820.5677552742,54988.8050383317,32872.7023753277,37973.1292523727,30430.7240641188,49215.0042326893,49905.1271267169,42776.1303964582,44954.2331577746,47776.8007481944,42566.7920531249,22030.068465786,58727.9474990897,42407.1189168508,54509.8849019819,45026.2741639079,42168.3106279542,55076.2160203628,60229.2015180472,44308.3838990119,63742.0815522273,50474.508009491,56515.8585713806,54601.2072191824,28609.2650114058,40259.1040829542,51515.3375467876,38996.68579032,42252.0389590839,44308.8915658923,21699.2586538047,53037.6339637927,57529.2486408209,49244.6585973219,63154.3772911709,50125.4667633068,36686.6182644308,42089.2894385299,39340.916818844,56576.3600832693,37774.6757905705,47950.3344472933,40210.3093850806,45857.106550553,45565.3918203918,60318.5812424105,22412.4612076726,33669.3050061688,61392.2671599367,35713.3186083305,55341.9844017531,27472.0010586205,54844.2004075028,33245.824891432,53120.2782604747,47384.5854220489,47445.1841920499,73454.8675342412,26245.7145422078,24997.0973043884,43221.5582558625,41438.730484064,24502.2413841109,49217.1701488112
"P22392",56443.3253279327,53479.7312724037,50041.400414513,54435.8941690802,43581.1829868132,63578.9293223693,61423.9900930915,56781.8081594698,52508.1429202409,36089.6816395946,52368.4661041653,29568.9123108284,49049.7791696763,30731.486269395,51844.4625669351,47367.7545368442,40632.306228872,51022.3464478124,47612.095820795,51489.8387178154,48098.309149429,38125.736228717,44775.9529785319,52712.1409274873,41448.5805608341,50949.1518160399,43861.2804299846,53596.8790680537,39012.0275231189,36079.073750163,58448.4863032021,48368.451987295,53716.6947195148,68786.6204663524,48600.158437991,64372.0282579663,65063.7216927148,51209.8847481294,39757.6149526451,60474.3557241317,52202.037603564,72013.3513463518,69458.8522699343,42106.7515568268,65986.6391509007,46044.1094941039,44259.9481028768,62502.9684499979,41207.9000488039,46620.0963968821,49168.744190027,40941.4034333749,61004.5773167125,52179.6266139937,24150.9240949411,55354.0001160744,71923.1897431105,81462.673414722,71837.480892991,74152.9569206122,73633.330252132,82133.5129924693,62036.8517110895,94919.0649661315,47820.2055606012,57786.550096553,62617.9698370907,55453.8919414655,72248.1519865425
"P42166",0,967.20685160452,0,1111.37831008303,0,0,0,0,1026.21318726483,0,788.564147381259,1685.92461269692,0,0,1787.43430964825,1351.79597982596,0,2253.22582797655,1978.30004611395,0,0,0,2617.0704340423,1934.73670666282,2036.94117005905,1847.43709045599,1225.27851995905,0,1490.73282566287,207.564303384679,0,1372.83982435317,1807.02756950598,1785.2479012938,829.176179791649,0,0,0,1227.54460736148,0,779.695918385195,411.234646200932,0,1110.93029232407,0,0,1912.69268320602,0,1525.88380827677,899.746471190824,790.866457241356,0,0,333.438521109464,0,1030.5380188595,0,1521.07872622554,0,652.271375068055,0,1390.35383117834,0,0,0,1546.89393191845,0,624.85385412219,490.460597596443
"Q99623",49317.2693731326,47186.0890829728,61491.8552311307,60086.8753398877,64295.4678176134,81939.5150748065,40762.0498504493,67059.1123704432,48270.7052885655,52873.6284590435,56158.8670020712,73227.2888102981,47004.4948055755,48393.2486069365,53552.1556535953,39254.6429594028,41860.1195205604,33755.5999075921,56677.2219959652,47623.7465158264,42099.6566485591,44166.9924443648,51509.5703885127,57574.6192309889,54591.4577840661,51068.1837382357,47072.1749913893,61451.8029823095,50879.4410778546,76276.9026535117,21006.107697833,62627.978738756,48866.3281745946,53885.0193456242,60475.1528817113,50374.5799159633,49370.6869444056,45870.2431373738,58221.0374320429,55103.9635304783,62476.9173586485,76033.5279407269,55451.5719491015,57573.9743188549,55113.6223370775,51313.51826365,44419.1403336565,63290.7259333613,49253.3650614431,56398.5711982328,76530.5776071438,74984.2667461042,63865.4928983502,42421.0143607706,76952.9461104152,77342.5605591802,64343.4755615104,50810.6114746373,59535.8343268639,67487.2081732012,52786.0478481606,68325.5531504994,68829.6180735357,80543.846783004,77665.3044724719,71098.2802809274,69819.7570733591,111765.633051694,40536.4476674372
"P52597",44789.6190727018,47041.3636937259,45375.0538746816,54531.6756590956,55970.1749105358,50806.898963429,33369.6905148578,53696.1357525091,32606.078945406,54276.263401317,41915.0031706083,67047.817484838,54736.4605984242,51633.6497956452,49548.0877155204,55306.2616331223,56988.1747810737,42634.6809774746,52029.1377999363,47072.7145065316,53347.5018933015,50320.7191077752,44954.8533292573,47990.4456473766,42556.0973001917,138704.841308251,51782.135461932,47325.7085992819,29400.0326105829,51554.289371719,40401.8281654617,52823.283069012,48551.6435495523,52787.761102782,37239.8917009547,52129.6032380873,62584.8463514383,50941.4318886354,58022.531337194,42979.6823209515,55436.004233839,46966.9654187134,55725.2804591677,63232.6701228037,51284.3489956702,44048.014550711,46239.7672613979,56446.4065831467,43168.3897247742,56070.3109007358,54000.5116067762,33129.2334366145,44085.9767715556,55269.4118425611,50328.7802922414,49742.9920395925,36114.0711418641,43992.2925088145,50514.8054236545,41865.9335200641,37129.5886528401,47609.7148472467,38971.5185533627,47075.7082898404,34969.4994673159,66391.0993301353,52866.221401087,38888.3483050199,46482.6391680898
"P55060",27083.7230343076,38409.1475507978,23743.7275105436,31776.2144916624,30356.479814079,35328.2964255555,34669.6488823172,36499.1875945273,23423.5054380682,30078.6185620978,24663.4417804819,26677.4965833959,31033.4003524761,24676.2194370505,37500.7668569961,28045.6826614222,27628.6258443842,36045.5259981102,23095.7260210252,23232.3795053775,25919.82668336,28190.4308109578,35577.2172985175,29581.5824478524,18175.5955161197,36369.6328577604,34532.784761526,29086.7515042515,28741.7676675987,30491.4499365526,40254.6518507962,28124.8144191753,32481.5392710078,33732.1640107692,26202.5682624129,25429.0686822786,33512.8913205909,22548.9106062573,31248.0445296043,28558.2166118502,27797.4403721976,28310.1550993523,30095.7454266187,25336.3281981424,26141.9248288337,19777.132068373,31627.3986897801,33391.858704406,31371.1169779064,30049.8173413614,32851.0074238338,29068.682433178,34087.0235858081,28511.2040216291,20323.4328755943,30176.6451062637,41881.9517144849,33737.5074081728,28851.1112506039,27180.1488454477,23127.0564271667,35905.9353615467,28420.5857259344,30817.737465144,29145.6119122748,32483.4371573212,31252.5165320117,29539.3565396499,28997.043718297
"P10412",92751.9160645029,54392.9980953642,51984.4045548384,94338.8491983285,131296.72800631,168208.392442552,53330.6609473876,91871.1719018311,72840.0761568642,47871.8277378145,61011.17246138,43521.9406697293,35086.2792497469,208504.194163541,43287.5277115211,45245.104115376,143705.02231845,92772.6419407257,119911.769996638,58872.3734334247,49940.3921034462,76158.2140424176,69992.5535913679,85666.6454931641,65279.7662063929,49748.396138524,98039.6345962187,73287.7496849219,42989.8470854084,137274.664184088,34010.6691480566,99796.233290385,123160.576643564,92746.8589225099,38236.7065480172,138307.864398621,50839.0469274783,28474.9913348774,40766.9208626839,53150.7253723731,64776.9595294207,52712.191490239,98700.6244007461,56988.2466865345,39621.8223361743,54455.5053649715,91116.2618262839,93601.378341485,53507.4553837397,62783.2013331385,51993.0989903821,66011.981846679,90653.2830693073,50304.4273196658,49901.8282863789,61634.7276168022,105751.463993581,42922.0325294571,88547.045032685,66177.5576068278,36655.2469132746,87924.8381615187,53146.2318630905,147580.599108259,102493.878907819,91651.2872171104,96126.0658173222,50489.5412661047,32665.7123630991
"P61353",202307.965574968,226717.93302115,218801.33816927,202203.725795557,218142.974751401,220804.838382978,163371.846389357,176658.526601627,165289.671833768,233941.025065918,218312.03593787,260703.167710059,221362.058194394,196456.073009733,186615.291505085,180905.146093279,180329.776783011,211675.11281718,207209.372748968,203268.766693828,180770.243215413,208104.94042239,180130.155788775,195452.666813924,203613.15984751,155104.043967196,199343.417386466,196906.41832407,151810.882510744,184234.415597585,249031.412177367,169451.404470336,169955.0087328,192098.833344467,188238.160652051,155770.750485995,213957.48071218,202142.449127422,195540.288579103,184037.837173208,195658.774904216,225745.707853787,171730.457545619,181984.066850723,167414.548618651,198981.018978896,209260.056264488,186927.743548325,248892.687989673,198853.535807194,186847.622728128,142281.672815328,238276.652336081,218171.568212216,269328.576876872,207212.470686997,205786.890778073,218018.80259072,199915.04531937,207468.216287267,197488.699607038,199442.812784049,217444.678018781,224322.040115028,199097.107272145,181562.733191871,210128.079974977,162753.480858104,214039.661134441
"P38606",29304.0938381708,24952.3300164048,17160.1400084759,20922.7753836849,23172.0792466671,16768.1245114633,33546.023527917,14306.8986733244,10454.3028287906,14832.6268183216,21630.9727482311,24759.5390539725,26252.482536282,14456.6916445413,25974.407171292,16307.8541326372,15820.1849268975,24542.7574660928,23952.1471966994,22549.022111235,23436.6644323981,25454.96516778,25758.6603305384,22559.0985001547,20064.3776919582,21011.7071459159,19730.209228693,23175.9483300626,21131.2004807066,28613.3012378479,30777.4919749039,16547.7830761301,20047.0431498826,27584.3641154205,13935.9043829169,19327.3266678479,25693.248784713,30544.5479412083,20473.0750338331,31393.386628171,21044.6165409238,23998.4165530078,40486.1089140025,13427.1504090536,20653.870608838,23148.2335397203,27073.9020917997,24942.7944524682,16975.5676650617,24219.8484874698,24676.1334727735,5649.95604201168,18115.4070665418,26798.9583128514,25147.4949156922,22305.370741707,20038.2241798539,27446.4154604285,24254.8690206484,19661.018341001,27163.0785053223,22466.7927550042,20492.8896541551,9717.95056231981,19126.274558434,22076.8952063178,21357.6258586347,13475.2618352528,18865.5952210123
"Q9P2J5",47793.8409990679,51521.1421165306,43288.1824371946,52582.682656158,47161.6529861503,41168.9711427217,49807.4363304769,57748.2525082027,30213.5202219655,34284.7321866477,53790.9052128177,30495.7736306028,50517.2706475635,30084.091868247,51198.7784687926,51257.0268878344,36220.1054673394,46218.3275697173,42040.7199120543,41215.2916749749,40685.3415222976,39099.833851164,43805.8563629052,52133.1983422015,36016.1225152767,47117.0315571545,41552.5473539003,47244.1826066788,58431.4533203875,36042.3705419602,36833.2602002156,30911.8639992987,47854.5229702375,51763.4204466894,46234.7747370334,45932.1456152503,34045.5315463283,43799.0323813116,38124.5138200476,45345.382669156,43804.4108465426,45372.1851942592,45206.8144138401,44744.3242973354,47449.8282923833,38147.1151874669,40000.7330586693,40194.6928493713,38498.6817434582,46637.4096354151,47777.2141898823,39372.3526431184,44760.9092037417,44943.6913446738,43368.3870443043,40516.9789863261,36728.8983495166,20581.1336668838,46625.4536194692,42560.2823183956,33014.4588308961,43976.8898581542,46377.9146821155,49775.0043077071,49376.9912573496,37148.7804315376,41275.7734722367,33836.4505881025,43084.7971675675
"Q92841",22120.7881869308,20348.5676838483,16962.5968388924,22574.5848187208,22824.2744097909,28173.0075404196,21443.0924697425,25139.4918465097,18773.1770847119,24972.7382025013,19436.993211598,19006.0375174094,19386.7084257878,22905.3740797411,22763.1347447694,30676.1675775411,25342.1772348165,28922.5989570924,28458.5195409344,22115.5617950871,26274.5470169218,21927.382721584,14757.9755205804,27564.9524447898,19578.110237045,17759.5851615529,21966.3034752852,24037.2151264568,34770.0420240207,30571.0985187642,32350.1674567949,28210.335092951,18174.2153495243,23072.2169405545,28354.0100467345,26604.9298417394,24481.0166171133,31522.7216410307,29211.5091281295,22451.7453386557,16694.5853108556,23159.2429166487,17392.5218816952,21817.9839723364,20112.5774812991,23458.6144224651,23427.4742862959,24002.8953607813,25109.3705296819,18403.4058464114,21722.6701098615,28342.3725665198,20368.996364098,20327.6038555306,19973.7336989491,27324.3690095259,22493.3332208853,23523.9243964847,20312.4254341217,19209.6038203249,28473.0536863699,21625.79916924,28070.8786914833,18686.9496513835,16625.1982575867,35387.024693751,18743.7378978065,21897.0796288126,29899.7717240626
"Q9Y5S9",17430.6323629947,20098.0244544258,22443.1445181106,26692.6654107496,23093.9044296373,28044.6072824546,16516.1805657264,21523.8671097432,20026.4704791097,25979.7091315271,22252.3784545922,25970.5984862341,17598.1571692911,26523.4313238076,21911.067860973,24837.8873028459,28178.8883573718,18065.7155144521,28042.9637784177,26204.715385325,22280.8200384148,20232.1589728743,24710.087977986,20326.1617470214,21298.8877155152,17890.0078768822,20702.2154472104,18607.9655763929,21435.4387208005,19476.4258191176,22695.5316794471,20783.6407875772,21967.0857915849,30601.4224956548,17015.4909573284,18256.0398470816,21675.7396401086,16364.5676526513,29915.5429233168,15401.3846842917,19465.5605293663,12733.7948693664,16681.2602143306,23589.008289717,20949.3238706236,14494.7544040502,22040.5268087011,19055.4295279004,19102.2407314483,26430.9626836839,25424.9917558171,17048.8399076631,28957.0390857328,20182.0399756288,18276.9677515744,20703.8913670925,19640.1979312175,20122.2045449167,18660.4631590649,19560.7163532187,16314.3719152149,20189.4168784782,19608.9436601183,24522.5901092581,18429.6304546505,23522.3856440037,24157.8560901116,18011.6364617563,19492.3631906027
"Q92769",2871.19407890551,5731.14071128607,9578.71468407803,4418.8061036508,5289.70242847644,8682.80144476815,9147.55375857565,9004.36982759954,4783.09504933811,7344.64991154514,3559.69213779012,13131.5595145616,8684.71944721527,3917.92389708845,9816.15740505887,10078.4804532551,9233.24122519391,8366.55458572822,12846.1792306622,5591.50428550197,8648.30400778758,9401.35211375034,9981.74315742431,8464.73897650452,7481.36513568618,7210.63624253192,9101.05211997866,7679.70110079201,7851.40706873857,6434.91457924792,0,9096.44060423199,10771.4427106016,7437.87034927699,5591.48943661328,4593.78540021937,9067.400838829,10202.4246295472,5466.13254631819,5233.06496578785,9039.16879169682,4025.4346505938,10821.2558403705,8147.0284582114,10533.159242745,5520.55265488651,10074.316204947,10403.0873791613,10231.9532364762,10368.5394457683,12450.0555639603,8414.22142781781,11891.3656671047,10555.9742869585,7105.28198531455,10917.6091548554,8483.49908327198,5424.76853033625,4307.9895708591,3296.6331656905,5076.26057669559,6412.69279442536,6479.65028481538,3752.34968812559,7971.26809467208,9732.12535202058,12053.1342892759,9666.47912640872,9858.00771971
"P35580",8104.49694748319,9310.16979742228,5362.94224584289,9094.95300378764,9201.33482661335,5247.32522567069,14448.750851395,9028.95456192226,3700.27735585972,6341.78604758235,5738.12948305471,9418.56582010968,8817.32171994602,6399.69456315747,9545.97576211592,12734.5184046926,6607.77301184201,5176.1821106811,6691.34658534313,5691.03416387092,9608.33098522812,6862.15854918613,6095.62540890089,10171.0528554434,4867.70109030862,10021.1302860335,5210.43216950296,6425.28709560621,9296.24407019938,5790.00231341432,9771.67290594598,10365.112312293,8214.04382657491,3648.65914451726,10544.5520655928,11144.6828541181,8106.11965597789,9239.35427875845,8345.05222940567,9405.53875206236,9732.64159000274,9310.00376820075,11976.6101882981,8791.67859441125,11347.6869231433,7858.67378811718,7221.95384932021,13454.1687263137,6361.98583691742,12712.0648522771,9176.00475401973,6155.19515413127,5943.53202020096,6970.12422321304,8650.82406443009,8723.45671328548,9663.37787514045,13392.4040902392,9077.4848929381,12417.3195346146,10700.8446860394,8226.94322428424,13428.5876678371,11489.7431072633,10312.7009773029,8779.89051860265,8873.21040044112,8224.53533717221,12876.5554239181
